Event	ID	Name			Wwise Object Path	Notes
	40152227	Muerte_enemigos			\Default Work Unit\Eventos_Específicos\Muerte_enemigos	
	193658694	Ataque_boss			\Default Work Unit\Eventos_Específicos\Ataque_boss	
	549173535	Pausa_ON			\Default Work Unit\Eventos_Generales\Pausa_ON	
	581321845	Granada_cambio			\Default Work Unit\Eventos_Específicos\Granada_cambio	
	803525678	Mov_hamburguesa			\Default Work Unit\Eventos_Específicos\Mov_hamburguesa	
	1203400786	Restart			\Default Work Unit\Eventos_Generales\Restart	
	1323470984	Voz_enemigos			\Default Work Unit\Eventos_Específicos\Voz_enemigos	
	1508312369	popupalert			\Default Work Unit\Eventos_Específicos\popupalert	
	1567401025	Damage_hamburguesa			\Default Work Unit\Eventos_Específicos\Damage_hamburguesa	
	1604160490	Comienzo_oleada			\Default Work Unit\Eventos_Específicos\Comienzo_oleada	
	1875703502	Rocola_Stop			\Default Work Unit\Eventos_Específicos\Rocola_Stop	
	1942692385	Dash			\Default Work Unit\Eventos_Específicos\Dash	
	2241940529	Mov_enemigos			\Default Work Unit\Eventos_Específicos\Mov_enemigos	
	2244913564	Damage_enemigos			\Default Work Unit\Eventos_Específicos\Damage_enemigos	
	2249769530	UI_Click			\Default Work Unit\Eventos_Generales\UI_Click	
	2349829932	Muerte_hamburguesa			\Default Work Unit\Eventos_Específicos\Muerte_hamburguesa	
	2433235219	Perder			\Default Work Unit\Eventos_Generales\Perder	
	2567272520	lanzallamas_aji			\Default Work Unit\Eventos_Específicos\lanzallamas_aji	
	2607556080	Menu			\Default Work Unit\Eventos_Generales\Menu	
	2655057481	Espada_cambio			\Default Work Unit\Eventos_Específicos\Espada_cambio	
	2658298240	Inicio			\Default Work Unit\Eventos_Generales\Inicio	
	2659475283	Pausa_OFF			\Default Work Unit\Eventos_Generales\Pausa_OFF	
	2845818466	Mch_Gun_cambio			\Default Work Unit\Eventos_Específicos\Mch_Gun_cambio	
	3121871613	Voz_hamburguesa			\Default Work Unit\Eventos_Específicos\Voz_hamburguesa	
	3311887745	Espada_impacto			\Default Work Unit\Eventos_Específicos\Espada_impacto	
	3415832814	Rocola_Start			\Default Work Unit\Eventos_Específicos\Rocola_Start	
	3425974687	Inicio_gameplay			\Default Work Unit\Eventos_Generales\Inicio_gameplay	
	3436479489	Impacto_objetos			\Default Work Unit\Eventos_Específicos\Impacto_objetos	
	3531178621	Granada_explosion			\Default Work Unit\Eventos_Específicos\Granada_explosion	
	3602564457	Mch_Gun_disparo			\Default Work Unit\Eventos_Específicos\Mch_Gun_disparo	
	3971714355	Mov_boss			\Default Work Unit\Eventos_Específicos\Mov_boss	
	4023256677	Muerte_boss			\Default Work Unit\Eventos_Específicos\Muerte_boss	
	4059334902	Damage_boss			\Default Work Unit\Eventos_Específicos\Damage_boss	
	4082639641	Curar_vida			\Default Work Unit\Eventos_Específicos\Curar_vida	
	4098331468	Ataque_enemigos			\Default Work Unit\Eventos_Específicos\Ataque_enemigos	
	4206091493	Rocola_damage			\Default Work Unit\Eventos_Específicos\Rocola_damage	
	4243659193	Fantasmas_enemigos			\Default Work Unit\Eventos_Específicos\Fantasmas_enemigos	
	4247065354	Voz_boss			\Default Work Unit\Eventos_Específicos\Voz_boss	

State Group	ID	Name			Wwise Object Path	Notes
	89505537	Gameplay			\Default Work Unit\Gameplay	
	2615536764	Dificultad			\Default Work Unit\Dificultad	

State	ID	Name	State Group			Notes
	0	None	Gameplay			
	675784008	Batalla	Gameplay			
	1560169506	Boss	Gameplay			
	2902310089	Exploracion	Gameplay			
	0	None	Dificultad			
	1160234136	Normal	Dificultad			
	2890145494	Facil	Dificultad			
	2989595257	Dificil	Dificultad			

Custom State	ID	Name	State Group	Owner		Notes
	397822914	Batalla	Gameplay	\Actor-Mixer Hierarchy\Default Work Unit\SFX\amb_music\amb_music_master		
	617673612	Exploracion	Gameplay	\Interactive Music Hierarchy\Default Work Unit\gameplay_dificultad		
	713549842	Boss	Gameplay	\Actor-Mixer Hierarchy\Default Work Unit\SFX\amb_music\amb_music_master		
	994235800	Boss	Gameplay	\Interactive Music Hierarchy\Default Work Unit\gameplay_dificultad		

Game Parameter	ID	Name			Wwise Object Path	Notes
	2679493820	vida_hamburguesa			\Default Work Unit\vida_hamburguesa	

In Memory Audio	ID	Name	Audio source file		Wwise Object Path	Notes	Data Size
	212168385	verduras aplastadas_04	E:\Arturia\Image Campus\FAST FOOD NIGHTMARE\Fast Food Nightmares v0.10a\Fast Food Nightmare Event List\.cache\Windows\SFX\verduras aplastadas 1_F706A638.wem		\Actor-Mixer Hierarchy\Default Work Unit\SFX\sfx_enemigo\muerte_enemigo\verduras aplastadas_04		80954
	227599732	Squishes_Orange_3	E:\Arturia\Image Campus\FAST FOOD NIGHTMARE\Fast Food Nightmares v0.10a\Fast Food Nightmare Event List\.cache\Windows\SFX\Squishes_Orange_3_E97AE674.wem		\Actor-Mixer Hierarchy\Default Work Unit\SFX\sfx_enemigo\muerte_enemigo\Squishes_Orange_3		19456
	248984296	curar	E:\Arturia\Image Campus\FAST FOOD NIGHTMARE\Fast Food Nightmares v0.10a\Fast Food Nightmare Event List\.cache\Windows\SFX\sfx_teleport_in3_8205A246.wem		\Actor-Mixer Hierarchy\Default Work Unit\SFX\sfx_hamburguesa\curar		13185
	258867803	ataque_03	E:\Arturia\Image Campus\FAST FOOD NIGHTMARE\Fast Food Nightmares v0.10a\Fast Food Nightmare Event List\.cache\Windows\SFX\Fast Action Swish_HW 05_B8E791F8.wem		\Actor-Mixer Hierarchy\Default Work Unit\SFX\sfx_hamburguesa\espada_ataque\ataque_03		6559
	274469972	golpe_01	E:\Arturia\Image Campus\FAST FOOD NIGHTMARE\Fast Food Nightmares v0.10a\Fast Food Nightmare Event List\.cache\Windows\SFX\Whoosh 5_1CC17795.wem		\Actor-Mixer Hierarchy\Default Work Unit\SFX\sfx_boss\golpe_boss\golpe_01		8978
	286930809	ataque_01	E:\Arturia\Image Campus\FAST FOOD NIGHTMARE\Fast Food Nightmares v0.10a\Fast Food Nightmare Event List\.cache\Windows\SFX\Fast Action Swish_HW 05_D6087E0C.wem		\Actor-Mixer Hierarchy\Default Work Unit\SFX\sfx_hamburguesa\espada_ataque\ataque_01		6628
	310623159	verduras aplastadas_02	E:\Arturia\Image Campus\FAST FOOD NIGHTMARE\Fast Food Nightmares v0.10a\Fast Food Nightmare Event List\.cache\Windows\SFX\verduras aplastadas 1_24862BFD.wem		\Actor-Mixer Hierarchy\Default Work Unit\SFX\sfx_enemigo\muerte_enemigo\verduras aplastadas_02		73910
	311924027	gameplay_restbroken_hard	E:\Arturia\Image Campus\FAST FOOD NIGHTMARE\Fast Food Nightmares v0.10a\Fast Food Nightmare Event List\.cache\Windows\SFX\gameplay_restbroken_hard_735590DC.wem		\Interactive Music Hierarchy\Default Work Unit\gameplay_dificultad\hard\gameplay_rest_hard\gameplay_restbroken_hard		5090718
	333853002	golpe_04	E:\Arturia\Image Campus\FAST FOOD NIGHTMARE\Fast Food Nightmares v0.10a\Fast Food Nightmare Event List\.cache\Windows\SFX\Whoosh 5_C7A39A2B.wem		\Actor-Mixer Hierarchy\Default Work Unit\SFX\sfx_boss\golpe_boss\golpe_04		9650
	348681231	salpicada_07	E:\Arturia\Image Campus\FAST FOOD NIGHTMARE\Fast Food Nightmares v0.10a\Fast Food Nightmare Event List\.cache\Windows\SFX\salpicada 5_4BC6D2F0.wem		\Actor-Mixer Hierarchy\Default Work Unit\SFX\sfx_boss\damage_boss\salpicada_07		8255
	375576445	salpicada_10	E:\Arturia\Image Campus\FAST FOOD NIGHTMARE\Fast Food Nightmares v0.10a\Fast Food Nightmare Event List\.cache\Windows\SFX\salpicada 5_4D464978.wem		\Actor-Mixer Hierarchy\Default Work Unit\SFX\sfx_boss\damage_boss\salpicada_10		6963
	377737012	Espresso Machine 02	E:\Arturia\Image Campus\FAST FOOD NIGHTMARE\Fast Food Nightmares v0.10a\Fast Food Nightmare Event List\.cache\Windows\SFX\Espresso Machine 02_7BD41433.wem		\Actor-Mixer Hierarchy\Default Work Unit\SFX\amb_music\amb_music_master\expresso\Expresso\Espresso Machine 02		317105
	394831162	paso_03	E:\Arturia\Image Campus\FAST FOOD NIGHTMARE\Fast Food Nightmares v0.10a\Fast Food Nightmare Event List\.cache\Windows\SFX\salpicada 4_33FF1893.wem		\Actor-Mixer Hierarchy\Default Work Unit\SFX\sfx_hamburguesa\mov_hamburguesa\paso_03		14002
	414823668	golpe_05	E:\Arturia\Image Campus\FAST FOOD NIGHTMARE\Fast Food Nightmares v0.10a\Fast Food Nightmare Event List\.cache\Windows\SFX\Whoosh 5_0CB93EBF.wem		\Actor-Mixer Hierarchy\Default Work Unit\SFX\sfx_boss\golpe_boss\golpe_05		8856
	422624752	golpe_03	E:\Arturia\Image Campus\FAST FOOD NIGHTMARE\Fast Food Nightmares v0.10a\Fast Food Nightmare Event List\.cache\Windows\SFX\Whoosh 5_9BEAC38D.wem		\Actor-Mixer Hierarchy\Default Work Unit\SFX\sfx_boss\golpe_boss\golpe_03		7434
	452944095	verduras aplastadas_03	E:\Arturia\Image Campus\FAST FOOD NIGHTMARE\Fast Food Nightmares v0.10a\Fast Food Nightmare Event List\.cache\Windows\SFX\verduras aplastadas 1_FEBA73FB.wem		\Actor-Mixer Hierarchy\Default Work Unit\SFX\sfx_enemigo\muerte_enemigo\verduras aplastadas_03		77334
	470549560	gameplay_rest_easy	E:\Arturia\Image Campus\FAST FOOD NIGHTMARE\Fast Food Nightmares v0.10a\Fast Food Nightmare Event List\.cache\Windows\SFX\gameplay_rest_easy_735590DC.wem		\Interactive Music Hierarchy\Default Work Unit\gameplay_dificultad\easy\gameplay_rest_easy\gameplay_rest_easy		2981718
	471383629	explosion	E:\Arturia\Image Campus\FAST FOOD NIGHTMARE\Fast Food Nightmares v0.10a\Fast Food Nightmare Event List\.cache\Windows\SFX\explosion_large_08_E833BC8A.wem		\Actor-Mixer Hierarchy\Default Work Unit\SFX\sfx_hamburguesa\explosion		33910
	473724882	damage_hamburguesa	E:\Arturia\Image Campus\FAST FOOD NIGHTMARE\Fast Food Nightmares v0.10a\Fast Food Nightmare Event List\.cache\Windows\SFX\salpicada 5_2FA5ED4B.wem		\Actor-Mixer Hierarchy\Default Work Unit\SFX\sfx_hamburguesa\damage_hamburguesa		9536
	489849936	ataque_05	E:\Arturia\Image Campus\FAST FOOD NIGHTMARE\Fast Food Nightmares v0.10a\Fast Food Nightmare Event List\.cache\Windows\SFX\Fast Action Swish_HW 05_0941AAB9.wem		\Actor-Mixer Hierarchy\Default Work Unit\SFX\sfx_hamburguesa\espada_ataque\ataque_05		5400
	536275234	machine_gun_cambio	E:\Arturia\Image Campus\FAST FOOD NIGHTMARE\Fast Food Nightmares v0.10a\Fast Food Nightmare Event List\.cache\Windows\SFX\gun_semi_auto_rifle_cock_02_8205A246.wem		\Actor-Mixer Hierarchy\Default Work Unit\SFX\sfx_hamburguesa\machine_gun_cambio		17501
	545290624	creature 06	E:\Arturia\Image Campus\FAST FOOD NIGHTMARE\Fast Food Nightmares v0.10a\Fast Food Nightmare Event List\.cache\Windows\SFX\Hisses Dry 16.M_8205A246.wem		\Actor-Mixer Hierarchy\Default Work Unit\SFX\sfx_boss\voz_boss\creature 06		49438
	549138572	lanzallamas_aji	E:\Arturia\Image Campus\FAST FOOD NIGHTMARE\Fast Food Nightmares v0.10a\Fast Food Nightmare Event List\.cache\Windows\SFX\lanzallamas_47BBFC0C.wem		\Actor-Mixer Hierarchy\Default Work Unit\SFX\sfx_boss\lanzallamas_aji		118165
	554029261	paso_02	E:\Arturia\Image Campus\FAST FOOD NIGHTMARE\Fast Food Nightmares v0.10a\Fast Food Nightmare Event List\.cache\Windows\SFX\salpicada 4_A7BFC665.wem		\Actor-Mixer Hierarchy\Default Work Unit\SFX\sfx_hamburguesa\mov_hamburguesa\paso_02		5469
	565682572	salpicada_09	E:\Arturia\Image Campus\FAST FOOD NIGHTMARE\Fast Food Nightmares v0.10a\Fast Food Nightmare Event List\.cache\Windows\SFX\salpicada 5_7400626C.wem		\Actor-Mixer Hierarchy\Default Work Unit\SFX\sfx_boss\damage_boss\salpicada_09		6795
	569853219	fantasma_03	E:\Arturia\Image Campus\FAST FOOD NIGHTMARE\Fast Food Nightmares v0.10a\Fast Food Nightmare Event List\.cache\Windows\SFX\Luciernaga_1DF7EB71.wem		\Actor-Mixer Hierarchy\Default Work Unit\SFX\UI\fantasmas\fantasma_03		57179
	583319958	verduras aplastadas_08	E:\Arturia\Image Campus\FAST FOOD NIGHTMARE\Fast Food Nightmares v0.10a\Fast Food Nightmare Event List\.cache\Windows\SFX\verduras aplastadas 2_B9520C02.wem		\Actor-Mixer Hierarchy\Default Work Unit\SFX\sfx_enemigo\muerte_enemigo\verduras aplastadas_08		81206
	584857983	creature 05	E:\Arturia\Image Campus\FAST FOOD NIGHTMARE\Fast Food Nightmares v0.10a\Fast Food Nightmare Event List\.cache\Windows\SFX\Zombie Subject C Zombie Brat Groan (9)_8205A246.wem		\Actor-Mixer Hierarchy\Default Work Unit\SFX\sfx_boss\voz_boss\creature 05		33688
	587591818	popup	E:\Arturia\Image Campus\FAST FOOD NIGHTMARE\Fast Food Nightmares v0.10a\Fast Food Nightmare Event List\.cache\Windows\SFX\popup_8205A246.wem		\Actor-Mixer Hierarchy\Default Work Unit\SFX\UI\popup		30798
	627577274	gameplay_restbroken_easy	E:\Arturia\Image Campus\FAST FOOD NIGHTMARE\Fast Food Nightmares v0.10a\Fast Food Nightmare Event List\.cache\Windows\SFX\gameplay_restbroken_easy_735590DC.wem		\Interactive Music Hierarchy\Default Work Unit\gameplay_dificultad\easy\gameplay_rest_easy\gameplay_restbroken_easy		5333438
	628269664	salpicada_11	E:\Arturia\Image Campus\FAST FOOD NIGHTMARE\Fast Food Nightmares v0.10a\Fast Food Nightmare Event List\.cache\Windows\SFX\salpicada 5_37F04911.wem		\Actor-Mixer Hierarchy\Default Work Unit\SFX\sfx_boss\damage_boss\salpicada_11		6569
	629944078	Heartbeat,Sound Design,Pulse,Throb,Steady,Accelerate,Panic,Fear	E:\Arturia\Image Campus\FAST FOOD NIGHTMARE\Fast Food Nightmares v0.10a\Fast Food Nightmare Event List\.cache\Windows\SFX\Heartbeat,Sound Design,Pulse,Throb,Steady,Accelerate,Panic,Fear_3AFC8609.wem		\Actor-Mixer Hierarchy\Default Work Unit\SFX\UI\Heartbeat,Sound Design,Pulse,Throb,Steady,Accelerate,Panic,Fear		23422
	655521927	gameplay_rest_hard	E:\Arturia\Image Campus\FAST FOOD NIGHTMARE\Fast Food Nightmares v0.10a\Fast Food Nightmare Event List\.cache\Windows\SFX\gameplay_rest_hard_735590DC.wem		\Interactive Music Hierarchy\Default Work Unit\gameplay_dificultad\hard\gameplay_rest_hard\gameplay_rest_hard		2809293
	657046840	salpicada_02	E:\Arturia\Image Campus\FAST FOOD NIGHTMARE\Fast Food Nightmares v0.10a\Fast Food Nightmare Event List\.cache\Windows\SFX\salpicada 4_12940493.wem		\Actor-Mixer Hierarchy\Default Work Unit\SFX\sfx_boss\damage_boss\salpicada_02		8020
	667219373	ataque_04	E:\Arturia\Image Campus\FAST FOOD NIGHTMARE\Fast Food Nightmares v0.10a\Fast Food Nightmare Event List\.cache\Windows\SFX\Fast Action Swish_HW 05_E974AA1B.wem		\Actor-Mixer Hierarchy\Default Work Unit\SFX\sfx_hamburguesa\espada_ataque\ataque_04		5768
	678971282	cambio_granada	E:\Arturia\Image Campus\FAST FOOD NIGHTMARE\Fast Food Nightmares v0.10a\Fast Food Nightmare Event List\.cache\Windows\SFX\golpe 4_8AD7F93F.wem		\Actor-Mixer Hierarchy\Default Work Unit\SFX\sfx_hamburguesa\cambio_granada		11903
	681519440	creature 02	E:\Arturia\Image Campus\FAST FOOD NIGHTMARE\Fast Food Nightmares v0.10a\Fast Food Nightmare Event List\.cache\Windows\SFX\Monster_Struggle_Grunt_240_8205A246.wem		\Actor-Mixer Hierarchy\Default Work Unit\SFX\sfx_boss\voz_boss\creature 02		22728
	693967265	golpe_06	E:\Arturia\Image Campus\FAST FOOD NIGHTMARE\Fast Food Nightmares v0.10a\Fast Food Nightmare Event List\.cache\Windows\SFX\Whoosh 5_40071F9F.wem		\Actor-Mixer Hierarchy\Default Work Unit\SFX\sfx_boss\golpe_boss\golpe_06		7683
	761658493	dash	E:\Arturia\Image Campus\FAST FOOD NIGHTMARE\Fast Food Nightmares v0.10a\Fast Food Nightmare Event List\.cache\Windows\SFX\destransformarse_8205A246.wem		\Actor-Mixer Hierarchy\Default Work Unit\SFX\sfx_hamburguesa\dash		18619
	775001895	creature 03	E:\Arturia\Image Campus\FAST FOOD NIGHTMARE\Fast Food Nightmares v0.10a\Fast Food Nightmare Event List\.cache\Windows\SFX\creature 4_C0A01E8F.wem		\Actor-Mixer Hierarchy\Default Work Unit\SFX\sfx_boss\voz_boss\creature 03		17253
	788435645	footstep_01	E:\Arturia\Image Campus\FAST FOOD NIGHTMARE\Fast Food Nightmares v0.10a\Fast Food Nightmare Event List\.cache\Windows\SFX\footstep_ice_crunchy_run_01_8205A246.wem		\Actor-Mixer Hierarchy\Default Work Unit\SFX\sfx_enemigo\mov_enemigo\footstep_01		12829
	797325895	verduras aplastadas_01	E:\Arturia\Image Campus\FAST FOOD NIGHTMARE\Fast Food Nightmares v0.10a\Fast Food Nightmare Event List\.cache\Windows\SFX\verduras aplastadas 1_D0BC7F73.wem		\Actor-Mixer Hierarchy\Default Work Unit\SFX\sfx_enemigo\muerte_enemigo\verduras aplastadas_01		65098
	799881096	Juicy Burst_VM 03	E:\Arturia\Image Campus\FAST FOOD NIGHTMARE\Fast Food Nightmares v0.10a\Fast Food Nightmare Event List\.cache\Windows\SFX\Juicy Burst_VM 03_122ABA3F.wem		\Actor-Mixer Hierarchy\Default Work Unit\SFX\sfx_enemigo\muerte_enemigo\Juicy Burst_VM 03		20126
	805398724	creature 01	E:\Arturia\Image Campus\FAST FOOD NIGHTMARE\Fast Food Nightmares v0.10a\Fast Food Nightmare Event List\.cache\Windows\SFX\creature 4_34B0FB58.wem		\Actor-Mixer Hierarchy\Default Work Unit\SFX\sfx_boss\voz_boss\creature 01		19677
	809684932	verduras aplastadas_05	E:\Arturia\Image Campus\FAST FOOD NIGHTMARE\Fast Food Nightmares v0.10a\Fast Food Nightmare Event List\.cache\Windows\SFX\verduras aplastadas 2_34FF6391.wem		\Actor-Mixer Hierarchy\Default Work Unit\SFX\sfx_enemigo\muerte_enemigo\verduras aplastadas_05		97488
	838310805	fantasma_02	E:\Arturia\Image Campus\FAST FOOD NIGHTMARE\Fast Food Nightmares v0.10a\Fast Food Nightmare Event List\.cache\Windows\SFX\Luciernaga_57406ADD.wem		\Actor-Mixer Hierarchy\Default Work Unit\SFX\UI\fantasmas\fantasma_02		93567
